Title;Note;Description;Éditeur;Date de publication;Nombre de pages
1 Senchi Yori mo Chikaku Vol. 2;8/10;Kazumi se rend compte qu'elle est tombé amoureuse de son camarade de classe, Kanata. Mais plus les deux se rapprochent, plus Kazumi est consciente de ses sentiments pour lui et plus elle devient incapable de lui parler, et encore moi se confesser !;; Kodansha; 430 ¥
1-Choume no Rakuen Vol. 1;-/10;Dans cette œuvre autobiographique, on suit le quotidien composé de joies, de peines et d'émotions d'une famille composée de cinq membres : Masako, l'auteure, Tetchan, son mari, Shin, leur fils, Hana, un chien beagle, et Kimchi, un chat au pelage écaille de tortue.;; Shueisha; 806 ¥
1-Choume no Rakuen Vol. 2;-/10;"Shin est de plus en plus actif sur tous les fronts, tantôt en tant que ""gymnaste de la radio"", tantôt en tant que ""volontaire du festival d'été"". Mais, alors qu'il entrera pour la première fois au collège dans un an, il est cependant troublé par des problèmes à l'école.";; Shueisha; 806 ¥
1-Choume no Rakuen Vol. 3;-/10;Shin, qui devait aller dans un collège public, décide de passer l'examen d'entrée pour une école privée. Il n'avait pas étudié pour l'examen d'entrée, il doit donc désormais le passer sur place. Va-t-il réussir ou échouer ?;; Shueisha; 806 ¥
1-gatsu ni wa Christmas Vol. 1;-/10;Dans un magasin de chaussures à l'approche de Noël, lorsque la neige est blanche, Junsho rencontre Mizuki, une fille qui l'attire mais qui est un peu folle. Finalement, son amour pour Mizuki est non partagé et il se fiance avec son amie d'enfance, Seiko. Cependant, lorsque Mizuki emménage à côté de chez lui, il ne peut la laisser tranquille...; Shueisha; 01/03/1984; 203
1-gatsu no Cleopatra Vol. 1;-/10;Une jeune femme retrouve Akira, son ex petit ami du lycée, pour la première fois depuis 10 ans. Ils sont tous les deux heureux de se revoir maintenant qu'ils sont adultes, mais la possibilité que d'anciens sentiments puissent ressurgir dans le cœur de l'un l'autre reste secrètement pour eux une source d'inquiétude...; Shufu to Seikatsu Sha; 07/1991; N&B
1-Jikan de Wakaru - Shika Eiseishi ga Tsutaetai Hontou no Kenkou Vol. 1;-/10;Les Japonais feraient parti de ceux qui possèdent le plus de problèmes bucco-dentaires. Le Docteur Mimi est donc là pour vous faire part de ses meilleurs conseils en terme d'hygiène des dents !; Akita Shoten; 15/09/2017; 192
1-nen A-gumi no Monster Vol. 1;7.33/10;"Dans un lycée privé pour jeunes filles, il existe une classe réputée ingérable, ses élèves comprennent des harceleuses et autres maître-chanteurs dont la spécialité est de faire virer leur professeur principal en moins d'une semaine. Le corps enseignant de l'établissement les appelle ""La classe des Monstres"", car bien qu'énervantes et hors de contrôle, ces jeunes filles sont trop influentes, grâce à leur famille ou leur travail, pour être expulsées si facilement.  C'est dans cette situation désespérée que l'administration embauche Jimi Tarou, un professeur possédant plusieurs spécialités (maths, physique, et autres matières scientifiques) mais aussi extrêmement banal en apparence. Cet enseignant beaucoup trop commun devra résoudre le problème de cette classe et leur redonner le goût de l'apprentissage, quitte à jouer en-dehors des règles de temps en temps.";; Ichijinsha; 682 ¥
1-nen A-gumi no Monster Vol. 2;7/10;Un enseignant qui ne quitte pas la classe A pendant un an peut être un monstre. Tarou devient la cible de 4 personnes de la classe A, tandis qu'il essaye de convertir Momo, une mannequin égoïste et Mari, une fille qui s'auto-mutile. Mais Momo se retrouve soudain victime d'intimidations et tombe de la caste haute de l'école. C'est là que Tarou va être considéré comme un «enseignant à problèmes».;; Ichijinsha; 682 ¥
1-nen A-gumi no Monster Vol. 3;7/10;Tarou Jimi a mis fin aux intimidations que subissait Momo de la part de sa camarade de classe, Maki. Celle-ci était jalouse de Momo et de sa carrière dans le mannequinat. Mais il semblerait que ce n'est que partie remise...;; Ichijinsha; 682 ¥
1-nen A-gumi no Monster Vol. 4;7/10;N/C;; Ichijinsha; 682 ¥
1-nen A-gumi no Monster Vol. 5;-/10;N/C;; Ichijinsha; 682 ¥
1-nen A-gumi no Monster Vol. 6;-/10;N/C;; Ichijinsha; 693 ¥
1-nen A-gumi no Monster Vol. 7;8/10;N/C;; Ichijinsha; 693 ¥
1-nen A-gumi no Monster Vol. 8;-/10;N/C;; Ichijinsha; 693 ¥
1-nen A-gumi no Monster Vol. 9;-/10;N/C;; Ichijinsha; 704 ¥
1-nichi Gaishutsuroku Hanchou Vol. 1;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 2;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 3;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 4;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 5;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 6;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 7;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 8;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 9;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 10;-/10;N/C;; Kodansha; 726 ¥
1-nichi Gaishutsuroku Hanchou Vol. 11;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 12;-/10;N/C;; Kodansha; 693 ¥
1-nichi Gaishutsuroku Hanchou Vol. 13;-/10;N/C;; Kodansha; 160 ¥
1-nichi Gaishutsuroku Hanchou Vol. 14;-/10;N/C;; Kodansha; 726 ¥
1/11 Vol. 1;6.5/10;Suivez les histoires croisées de quatre personnages : Andou Sora, Wakamiya Shiki, Shinomori Nina et Koshikawa Rinya. Andou Sora reprend espoir dans ses talents de footballer grâce une jeune joueuse, Wakamiya Shiki, qui meurt dans un accident d'avion peu de temps après. Shinomori Nina est la manager du club de foot de Sora, mais son père ne veut pas qu'elle continue car cela la gênerait pour ses études. Quant à Koshikawa Rinya, il est un lycéen au physique de rêve, décide d'intégrer le club car il veut se racheter d'avoir rejeté une fille qu'il aimait, à cause de sa popularité qui l'empêchait de sortir avec des filles dont le physique était moins avantageux que le sien.  En bonus, un one-shot de l'auteur, Ero-megane Danshi x Jôshi.;; Shueisha; 440 ¥
1/11 Vol. 2;-/10;N/C;; Shueisha; 440 ¥
1/11 Vol. 3;-/10;N/C;; Shueisha; 440 ¥
1/11 Vol. 4;-/10;N/C;; Shueisha; 440 ¥
1/11 Vol. 5;-/10;N/C;; Shueisha; 440 ¥
1/11 Vol. 6;-/10;N/C;; Shueisha; 440 ¥
1/11 Vol. 7;-/10;N/C;; Shueisha; 440 ¥
1/11 Vol. 8;-/10;N/C;; Shueisha; 440 ¥
1/11 Vol. 9;-/10;N/C;; Shueisha; 440 ¥
1/2 Heart Vol. 1;-/10;La libre Haruna et la sage Wakaba. Elles ont le même visage et le même ADN, mais elles sont complètement différentes. Mais en vérité, elles sont toujours attirées par les mêmes choses, et ce même en amour.  Ce manga contient aussi trois autres histoires courtes.; Shueisha; 25/10/1999; 108
1/2 Love! Vol. 1;7.33/10;Akari Ochiai est fan de Yuu et Kaoru, les idoles du groupe Flower. Un jour, suite à sa démonstration devant sa petite sœur et d'autres enfants, d'une chanson de Flower, Akari se fait interpeller par deux très beaux jeunes hommes. Qui sont-ils ?; Shogakukan; 26/04/2011; N&B
1/2 Nibun no Ichi (Morita Yuki) Vol. 1;-/10;Minori dit au revoir à ses lentes et inutiles journées d'école primaire et fait ses débuts en tant que collégienne populaire. Elle fait de son mieux pour s'intégrer à tous ceux qui l'entourent, et est ainsi devenue une personne totalement différente. Et puis un jour, une fille nommée elle-aussi Minori apparaît devant elle. Son nom n'est pas la seule chose qu'elles ont en commun : elles se ressemblent comme deux gouttes d'eau ! En fait, elles sont bien la même personne, mais l'autre Minori a la même personnalité que lorsque la première était encore à l'école primaire...; Shogakukan; 30/03/2012; 162
1/2 Prince Vol. 1;8.83/10;Après avoir été provoquée par son frère jumeau, Feng Lan décide de jouer au tout nouveau jeu Second Life. Pour ne pas être considérée comme une femme faible dans le jeu, elle décide d'être un homme. Elle deviendra alors un guerrier elfe très beau du nom de Prince. Elle commence donc à augmenter peu à peu son niveau dans le jeu et décide de former une guilde afin de faciliter les combats dans le jeu. C'est comme cela qu'elle sera rejointe par la voleuse LoliDragon, le prêtre Ugly Wolf, la nécromancienne Doll et l'archer Guileastos (surnommé Gui). Ils formeront ainsi la Odd Squad.  Mais pendant qu'ils étaient en train de s'entraîner, ils font la rencontre d'une autre guilde qui n'a pas l'air très commode...;; Tong Li Comics; 176
1/2 Prince Vol. 2;9/10;Pour se venger de la guilde Dark Phantom, la Odd Squad décide de s'entraîner pour participer au Tournoi des Aventuriers. Ayant besoin d'un sixième membre pour participer, la sorcière Yulian ne tarde pas à rejoindre leurs rangs. Après un mois d'entraînement, le Tournoi des Aventuriers commence enfin ! La Odd Squad se fait un nom au fil des combats avec Prince qui se fait maintenant appeler L'Elfe de Sang.;; Tong Li Comics; 176
1/2 Prince Vol. 3;9/10;Les combats du Tournoi des Aventuriers continuent mais le nombre de participants étant beaucoup trop important, les responsables du tournoi ont décidé de faire un seul combat géant avec toutes les guildes restantes. Pour augmenter leurs chances de gagner, Odd Squad décide de faire équipe avec Dark Phantom et commence donc son entraînement avec eux.  Dans le monde réel, Feng Lan rencontre plusieurs personnes du jeu Second Life : Gui, Ugly Wolf, Wicked, Rose... Est-ce que son secret est sur le point d'être découvert ?;; Tong Li Comics; 175
1/2 Prince Vol. 4;9/10;Le combat final du Tournoi des Aventuriers est enfin là ! Les guildes se sont rassemblées en trois grandes équipes : les Guerriers Bestiaux, les Chevaliers Saints et les Combattants Humains. Après les avoir laissés s'entre-tuer, la Odd Squad et Dark Phantom passent à l'attaque ! C'est finalement la Odd Squad qui gagne le combat et qui remporte ainsi une ville.  Pendant que les membres de la Odd Squad s'occupent de l'administration de la ville, Prince part seul à la recherche de joueurs voulant faire partie de son armée.;; Tong Li Comics; 178
1/2 Prince Vol. 5;9/10;Prince se réveille sur un bateau qui va sur le Continent de l'Est. Là-bas, il rencontre ses amis du monde réel : Jing et Wen. Cachant son identité de Prince, l'Elfe de Sang, il les aidera à s'entraîner. Mais en faisant des quêtes pour récolter assez d'argent pour pouvoir retourner sur le Continent Central, Prince tombe par hasard sur une quête secrète.;; Tong Li Comics; 176
1/2 Prince Vol. 6;9/10;En complétant des quêtes secrètes, Prince obtient deux NPC qui ont développés leur propre volonté en tant que pet humains : Kenshin et Sunshine.  En attendant, dans le Continent Central, la période de protection de la Cité de l'Infini va bientôt se terminer et Fan a l'intention d'attaquer la cité à la fin de cette période. La période terminée, Fan attaque la Cité de l'Infini et réussi à entrer à l'intérieur. Heureusement, Prince arrive à temps pour sauver la cité.  Pour que plus de personnes rejoignent la Cité de l'Infini ainsi que pour gagner de l'argent, Prince est envoyé faire des concerts dans tout le Continent Central avec Wicked, Gui, Fairsky, Ice Phoenix, Kenshin et Sunshine.;; Tong Li Comics; 166
1/2 Prince Vol. 7;9/10;Le dernier concert, qui se déroule à la Cité de l'Infini, arrive enfin ! Prince devenant de plus en plus populaire, sa popularité atteint son pic avec les concerts qu'il a donné : les journalistes le cherchent dans le monde réel et les responsables du jeu veulent faire de lui le porte-parole de Second Life.  Les cités du Continent Central seront bientôt ouvertes pour l'invasion. Il est temps pour Prince d'étendre son pouvoir en conquérant d'autres cités !;; Tong Li Comics; 170
1/2 Prince Vol. 8;9/10;Pendant que Prince s'entraînait avec Doll, celle-ci se fait capturer par Caelus, l'un des trois boss les plus forts de Second Life. Après l'avoir secourue, Prince commence l'invasion des cités du Continent Central. Mais qui sont ces assassins qui continuent d'attaquer Prince ?;; Tong Li Comics; 173
1/2 Prince Vol. 9;9.25/10;Après une réunion avec les souverains des différents continents, il a été révélé que si un joueur est tué par un des assassin, son personnage disparaîtra complètement du jeu.  Caelus, que Prince croyait mort, réapparaît pour lui transmettre un message de Dictator of Life : les NPC, qui ont développés leur propre volonté, ne veulent plus être manipulés par les humains et comptent se battre pour leur survie.  Prince commence alors à se préparer à attaquer le Continent du Nord où se trouve Dictator of Life pour l'éliminer.;; Tong Li Comics; 172
1/2 Prince Vol. 10;9/10;Arrivés sur le Continent du Nord, Prince et Wicked se retrouvent séparés du reste du groupe et se dirigent vers la Cité Florale où se trouve Dictator of Life. En chemin, il vont se battre contre Inferno et Wicked se sacrifie en utilisant le programme ultime ND pour le tuer.  Dictator of Life nous dévoile son passé et ses sentiments envers Prince.;; Tong Li Comics; 171
1/2 Prince Vol. 11;9/10;Après la disparition de Wicked, Prince se dirige vers la Cité Florale accompagné de Gui. En entrant dans la cité, ils rencontrent Zephyr et Clay, et Gui utilise le programme ultime ND pour les tuer. Après s'être battu contre des centaines de NPC, Prince arrive enfin devant Dictator of Life.;; Tong Li Comics; 176
1/2 Prince Vol. 12;9/10;Prince apprend la vérité sur Dictator of Life. Après s'être battu contre lui, Prince se voit dans l'impossibilité de tuer Dictator of Life. Mais quand Prince apprend que Dictator of Life est contrôlé par un inconnu, il est soudainement attaqué par Poséidon. Poséidon se trouve être celui contrôlant Dictator of Life, le créateur de Second Life : Long Dian. Prince mort, Feng Lan se réveille dans le monde réel et part rejoindre ses amis pour arrêter Long Dian.;; Tong Li Comics; 174
1/2 Prince Vol. 13;9.33/10;Arrivés sur le lieu où se trouve Long Dian, Feng Lan et ses amis combattent des robots avant de voir Long Dian s'enfuir. Après sa fuite, Long Dian menace le monde entier avec les bombes nucléaires pour qu'on lui fournisse ce dont il a besoins pour se créer un corps artificiel.  Après une semaine d'entraînements, il est temps pour Feng Lan et ses amis de rejoindre Long Dian sur l'île où il s'est réfugié afin de le combattre.;; Tong Li Comics; 182
1/2 Prince Vol. 14;9.33/10;Arrivés sur l'île où se trouve Long Dian, le combat final commence enfin ! Celui-ci est long et dur mais Feng Lan réussi finalement à tuer Long Dian. De retour à leur petite vie, des couples se marient et certains partent en voyage autour du monde... Feng Lan se marie finalement avec Gui et quelques années plus tard, ils ont une petite fille du nom de Lan Lan.;; Tong Li Comics; 179
1/2 Prince Vol. 15;7/10;N/C;; Tong Li Comics; 174
1/2 Prince Vol. 16;10/10;N/C;; Tong Li Comics; 191
1/3 - San-bun no Ichi Vol. 1;8/10;Shiyuka, 16 ans, est plus que prête à tomber amoureuse! Lorsque deux nouveaux étudiants attrayants débarquent dans sa classe, elle souhaite se rapprocher d'eux. Les deux arrivants, Shin et Yuu sont cousins, mais ont un caractère très différent ! Tandis que l'un est un artiste, l'autre est un mannequin. Pour qui le cœur de Shiruya penchera-t-il?!;; Shogakukan; 472 ¥
1/3 - San-bun no Ichi Vol. 2;-/10;Plein été, les amours naissent...  Shiyuka se retrouve coincée entre Maki, un garçon au caractère un peu particulier et à son ami d'enfance Yu. Elle en apprend chaque jour un peu plus sur ces deux garçons. Ils se rapprochent lors du tournage d'un film produit par Yu.;; Shogakukan; 472 ¥
